City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,castillos,-34.1667,-53.8333,13.44,95,100,7.83,UY,1692388586
365,horsham,51.064,-0.3272,22.53,80,20,3.09,GB,1692388870
366,betio village,1.358,172.9211,28.02,70,100,2.79,KI,1692388871
367,cockburn town,21.4612,-71.1419,28.98,74,75,5.14,TC,1692388527
368,queenstown,-31.8976,26.8753,6.75,46,99,0.18,ZA,1692388519
369,erenhot,43.6475,111.9767,20.08,29,0,1.53,CN,1692388872
370,bel ombre,-4.6167,55.4167,25.91,89,40,5.66,SC,1692388872
371,bonab,37.3404,46.0561,26.43,31,87,1.87,IR,1692388873
372,gremda,34.75,10.7833,29.11,65,0,2.06,TN,1692388873
373,khasab,26.1799,56.2477,32.03,73,0,1.58,OM,1692388874
374,sarupathar,26.1984,93.8094,25.01,98,100,1.47,IN,1692388874
375,bamusso,4.4591,8.9027,24.69,91,100,2.16,CM,1692388875
376,berezovyy,51.6667,135.7,17.41,96,100,0.46,RU,1692388875
377,pembroke,45.8168,-77.1162,16.77,87,83,5.49,CA,1692388649
378,zapolyarnyy,69.4154,30.8136,9.6,83,100,5.94,RU,1692388876
379,alofi,-19.0595,-169.9187,24.94,94,24,1.54,NU,1692388468
380,eilat,29.5581,34.9482,35.91,41,15,5.14,IL,1692388876
381,imbituba,-28.24,-48.6703,24.39,68,39,4.25,BR,1692388692
382,jagatsinghapur,20.2667,86.1667,27.2,90,66,2.13,IN,1692388877
383,conception bay south,47.4999,-52.9981,21.69,77,100,2.8,CA,1692388810
384,ciudad de huajuapan de leon,17.8,-97.7667,28.92,32,48,3.85,MX,1692388878
385,eyl,7.9803,49.8164,25.35,81,41,8.88,SO,1692388880
386,klyuchi,52.2667,79.1667,16.68,54,100,3.35,RU,1692388533
387,sabang,5.8933,95.3214,27.85,78,29,4.67,ID,1692388493
388,yemetsk,63.4721,41.7941,8.06,89,12,2.05,RU,1692388881
389,saipan,15.1355,145.701,27.39,100,75,0.45,MP,1692388493
390,orsa,54.5153,30.4053,20.97,87,50,1.52,BY,1692388605
391,east end,34.5507,-92.341,35.64,54,5,1.74,US,1692388886
392,saudarkrokur,65.7461,-19.6394,12.3,81,86,2.22,IS,1692388890
393,peterhead,57.5058,-1.7981,15.22,90,100,8.74,GB,1692388892
394,deoria,26.5047,83.7872,28.31,82,43,3.79,IN,1692388893
395,almeirim,-1.5233,-52.5817,31.76,45,100,0.74,BR,1692388893
396,arauca,7.0847,-70.7591,32.98,62,40,1.03,CO,1692388894
397,burang,30.25,81.1667,10.11,82,86,1.83,CN,1692388495
398,sur,22.5667,59.5289,28.18,71,7,7.01,OM,1692388616
399,teluknaga,-6.0989,106.6381,28.13,94,20,2.06,ID,1692388897
400,labuan,5.2767,115.2417,25.2,88,20,0.51,MY,1692388899
401,kayangel,8.0823,134.7173,26.9,82,100,2.93,PW,1692388587
402,san sebastian de la gomera,28.0916,-17.1133,30.2,39,0,1.54,ES,1692388900
403,bitkine,11.9801,18.2138,26.46,81,100,2.6,TD,1692388902
404,mana,5.6592,-53.7767,28.26,83,44,3.1,GF,1692388902
405,nar'yan-mar,67.6713,53.087,9.36,76,81,10.79,RU,1692388533
406,port douglas,-16.4833,145.4667,19.43,77,8,1.45,AU,1692388903
407,taksimo,56.3444,114.8794,9.18,96,100,1.19,RU,1692388616
408,jalai nur,49.45,117.7,11.47,65,37,3.24,CN,1692388908
409,benguela,-12.5763,13.4055,20.29,91,97,0.72,AO,1692388809
410,rewari,28.1833,76.6167,31.06,58,5,2.49,IN,1692388909
411,kapchorwa,1.3965,34.4509,17.25,62,76,2.01,UG,1692388909
412,okha,53.5739,142.9478,13.83,97,87,2.78,RU,1692388595
413,novyy urgal,51.0736,132.5642,18.64,98,100,1.26,RU,1692388909
414,shihezi,44.3,86.0333,24.9,24,100,1.46,CN,1692388910
415,mugia,43.1041,-9.2179,21.06,97,100,6.01,ES,1692388559
416,kardzhali,41.65,25.3667,23.67,56,0,2.61,BG,1692388910
417,tual,-5.6667,132.75,25.54,81,30,9.42,ID,1692388549
418,amga,60.8953,131.9608,15.91,76,100,3.71,RU,1692388910
419,visby,57.6409,18.296,17.8,100,40,4.12,SE,1692388911
420,ascension,30.2169,-90.9001,39.45,34,0,4.12,US,1692388645
421,chibougamau,49.9168,-74.3659,17.79,94,100,6.17,CA,1692388911
422,roma,43.2128,-75.4557,21.09,58,75,6.17,US,1692388873
423,santa elena de uairen,4.6167,-61.1333,25.32,72,82,2.48,VE,1692388911
424,priob'ye,62.5206,65.5964,18.62,88,76,3.83,RU,1692388912
425,nakamura,32.9833,132.9333,24.59,97,100,0.64,JP,1692388913
426,charters towers,-20.1,146.2667,12.66,36,5,4.63,AU,1692388913
427,yarkovo,57.4028,67.0786,18.18,80,46,3.24,RU,1692388914
428,amahai,-3.3333,128.9167,24.12,86,100,1.6,ID,1692388915
429,darlington,54.5243,-1.5504,17.14,83,100,5.02,GB,1692388915
430,cabrero,-37.0333,-72.4,11.97,66,100,2.67,CL,1692388916
431,sol'-iletsk,51.1631,54.9918,24.82,37,30,3.53,RU,1692388916
432,sotkamo,64.1333,28.4167,6.01,71,5,0.27,FI,1692388917
433,kodinsk,58.6881,99.1844,11.28,95,100,2.16,RU,1692388917
434,leh,34.1667,77.5833,18.85,29,0,2.19,IN,1692388918
435,culpeper,38.5004,-77.9664,31.72,36,40,2.06,US,1692388918
436,nanlong,31.3533,106.0631,23.82,67,29,0.88,CN,1692388918
437,ulety,51.3572,112.4849,10.12,83,25,4.24,RU,1692388919
438,bang nam priao,13.8474,101.0531,29.99,77,29,1.63,TH,1692388919
439,chipinge,-20.1883,32.6236,16.6,54,0,2.14,ZW,1692388920
440,kholmsk,47.0511,142.0569,18.32,95,10,2.31,RU,1692388921
441,san fernando,15.0286,120.6898,27.85,91,39,1.31,PH,1692388922
442,pogranichnyy,44.4064,131.3769,19.84,98,71,1.72,RU,1692388922
443,vera,-29.4593,-60.2126,18.4,57,100,5.31,AR,1692388923
444,north bend,43.4065,-124.2243,26.25,64,0,8.23,US,1692388924
445,kushiro,42.975,144.3747,19.22,94,55,1.83,JP,1692388924
446,poienile de sub munte,47.8167,24.4333,18.47,78,5,2.44,RO,1692388924
447,geraldton,-28.7667,114.6,9.23,87,0,2.06,AU,1692388925
448,port maria,18.3685,-76.8895,32.98,73,0,6.24,JM,1692388809
449,yandev,7.3667,9.05,24.84,87,100,2.46,NG,1692388925
450,praia da vitoria,38.7333,-27.0667,25.14,69,20,4.88,PT,1692388628
451,buka,40.8108,69.1986,22.91,20,0,0.97,UZ,1692388926
452,poronaysk,49.2167,143.1167,15.01,97,14,1.07,RU,1692388927
453,sandnessjoen,66.0217,12.6316,14.29,72,0,2.06,NO,1692388927
454,sasciori,45.8667,23.5833,25.08,52,0,1.88,RO,1692388928
455,ixtapa,20.7,-105.2,31.79,68,100,1.79,MX,1692388928
456,kourou,5.1552,-52.6478,32.03,83,96,4.59,GF,1692388929
457,la passe,45.5549,-0.8967,29.13,84,99,2.78,FR,1692388504
458,jutai,-5.1833,-68.9,31.85,55,99,0.86,BR,1692388930
459,guatajiagua,13.6667,-88.2,35.09,37,66,1.43,SV,1692388930
460,lohaghat,29.4036,80.0897,17.55,93,92,0.35,IN,1692388931
461,aioun,16.6614,-9.6149,34.79,39,93,3.71,MR,1692388931
462,viqueque,-8.8673,126.3658,21.09,90,51,0.47,TL,1692388932
463,manavalakurichi,8.1333,77.3,26.6,80,100,5.91,IN,1692388932
464,sanchez,19.2281,-69.6137,29.01,84,75,5.14,DO,1692388933
465,san luis de la loma,17.2706,-100.8939,30.1,70,91,3.19,MX,1692388933
466,nicoya,10.1483,-85.452,29.07,77,100,0.31,CR,1692388934
467,torres,-29.3353,-49.7269,22.15,96,97,1.06,BR,1692388934
468,fukuecho,32.6881,128.8419,27.0,89,67,6.13,JP,1692388935
469,kenora,49.8167,-94.4337,24.54,41,40,7.72,CA,1692388717
470,sanctuary point,-35.1114,150.629,9.3,64,49,4.63,AU,1692388544
471,inhambane,-23.865,35.3833,21.99,94,0,5.36,MZ,1692388616
472,preobrazheniye,42.9019,133.9064,19.82,95,0,1.35,RU,1692388936
473,gwadar,25.1216,62.3254,26.55,86,16,4.76,PK,1692388936
474,lotoshino,56.2267,35.6414,18.7,88,87,3.11,RU,1692388936
475,badr hunayn,23.7829,38.7905,32.99,59,48,0.65,SA,1692388612
476,dul'durga,50.6761,113.5931,8.84,85,45,2.93,RU,1692388937
477,kalispell,48.1958,-114.3129,31.27,26,0,8.23,US,1692388640
478,selkirk,50.1436,-96.8845,27.08,23,84,11.18,CA,1692388938
479,sidi ifni,29.3797,-10.173,36.86,58,6,4.28,MA,1692388938
480,abepura,-2.6333,140.5833,24.45,83,20,0.0,ID,1692388939
481,lucea,18.451,-78.1736,30.92,70,9,0.88,JM,1692388939
482,taltal,-25.4,-70.4833,20.2,58,11,2.48,CL,1692388580
483,crane,31.3974,-102.3501,38.98,13,0,7.9,US,1692388545
484,tsiroanomandidy,-18.7667,46.0333,21.98,55,96,0.79,MG,1692388940
485,carauari,-4.8828,-66.8958,31.06,55,100,0.84,BR,1692388940
486,tympaki,35.0729,24.7685,28.39,59,0,2.68,GR,1692388941
487,koch'ang,35.4333,126.7,23.62,92,0,0.72,KR,1692388941
488,gadzhiyevo,69.2551,33.3362,9.88,80,100,6.36,RU,1692388492
489,tyukhtet,56.5389,89.3011,10.65,96,100,2.16,RU,1692388942
490,trenggalek,-8.05,111.7167,20.22,96,39,0.39,ID,1692388942
491,marsa alam,25.0757,34.8918,33.08,54,5,3.71,EG,1692388473
492,labytnangi,66.6572,66.4183,15.69,98,100,2.03,RU,1692388943
493,sisimiut,66.9395,-53.6735,7.26,87,100,3.68,GL,1692388518
494,chipata,-13.6333,32.65,19.66,42,0,2.66,ZM,1692388943
495,deogarh,21.5333,84.7333,25.48,94,100,0.98,IN,1692388944
496,illizi,26.4833,8.4667,35.89,13,100,2.09,DZ,1692388945
497,ushtobe,45.2514,77.9838,18.67,33,0,2.6,KZ,1692388945
498,mapastepec,15.4333,-92.9,31.73,69,87,2.29,MX,1692388946
499,palikir - national government center,6.9248,158.1611,27.58,73,67,1.68,FM,1692388480
500,aykhal,66.0,111.5,9.07,73,0,6.3,RU,1692388946
501,carlsbad,33.1581,-117.3506,37.11,75,27,4.02,US,1692388888
502,itapetininga,-23.5917,-48.0531,28.69,31,17,3.86,BR,1692388946
503,borovskoy,53.8,64.15,20.41,60,73,2.86,KZ,1692388947
504,nago,26.5881,127.9761,27.47,86,57,2.06,JP,1692388947
505,hoima,1.4356,31.3436,18.65,88,10,1.72,UG,1692388947
506,suomussalmi,64.8869,28.9078,9.67,68,0,1.18,FI,1692388948
507,hengyang,26.8881,112.615,27.1,75,100,1.04,CN,1692388948
508,antalaha,-14.9003,50.2788,20.45,86,0,3.06,MG,1692388617
509,graham,47.0529,-122.2943,24.35,43,0,4.63,US,1692388948
510,maracas,-13.4411,-40.4308,17.12,84,100,2.86,BR,1692388948
511,newman,37.3138,-121.0208,33.36,22,0,1.83,US,1692388628
512,lethem,3.3803,-59.7968,28.67,78,100,1.61,GY,1692388949
513,mizdah,31.4451,12.9801,27.15,24,0,3.97,LY,1692388949
514,porto novo,6.4965,2.6036,24.9,93,99,3.23,BJ,1692388550
515,aripuana,-9.1667,-60.6333,37.93,22,44,1.24,BR,1692388741
516,sault ste. marie,46.5168,-84.3333,19.31,54,0,9.26,CA,1692388853
517,takaungu,-3.6837,39.8566,25.27,84,31,5.76,KE,1692388949
518,bogale,16.2833,95.4,25.45,92,100,2.34,MM,1692388950
519,krasnokamsk,58.0802,55.7541,22.09,88,95,1.81,RU,1692388950
520,oumache,34.6929,5.6809,38.16,16,0,2.57,DZ,1692388951
521,chernyakhovsk,54.6335,21.8156,22.31,53,39,3.33,RU,1692388956
522,olyokminsk,60.3736,120.4264,12.73,87,42,1.77,RU,1692388957
523,bikenibeu village,1.3673,173.1241,27.98,83,75,1.54,KI,1692388500
524,anshun,26.25,105.9333,19.28,89,100,2.03,CN,1692388958
525,yatou,37.15,122.3833,23.75,92,17,1.41,CN,1692388958
526,ardatov,55.2421,43.097,20.15,75,15,3.0,RU,1692388958
527,port blair,11.6667,92.75,27.02,89,40,1.03,IN,1692388958
528,puntarenas,9.9763,-84.8384,29.38,73,96,1.43,CR,1692388803
529,stephenville,32.2207,-98.2023,43.29,16,0,3.6,US,1692388600
530,lodja,-3.4833,23.4333,27.35,51,69,1.7,CD,1692388959
531,sao joao da barra,-21.6403,-41.0511,28.05,81,0,8.89,BR,1692388959
532,uvira,-3.4067,29.1458,25.44,62,34,1.21,CD,1692388959
533,thurso,58.5927,-3.5259,14.14,88,100,9.41,GB,1692388960
534,ugoofaaru,5.6667,73.0,27.99,73,100,4.69,MV,1692388960
535,indramayu,-6.3264,108.32,24.33,71,11,4.05,ID,1692388961
536,mao,39.8885,4.2658,27.31,89,40,1.03,ES,1692388962
537,san lorenzo de esmeraldas,1.2883,-78.8369,28.87,71,69,4.12,EC,1692388962
538,beolgyo,34.8449,127.3429,24.88,91,88,1.86,KR,1692388962
539,kaseda-shirakame,31.4167,130.3167,26.23,91,70,2.95,JP,1692388963
540,luanda,-8.8368,13.2343,21.0,88,75,2.57,AO,1692388802
541,young,-32.6833,-57.6333,14.09,74,100,6.37,UY,1692388963
542,laojunmiao,39.8333,97.7333,18.05,37,6,2.13,CN,1692388963
543,axim,4.8699,-2.2405,23.92,92,100,2.45,GH,1692388964
544,kilindoni,-7.9139,39.6668,24.77,70,3,6.6,TZ,1692388964
545,island harbour,50.724,-1.2758,21.75,95,100,4.02,GB,1692388604
546,binji,13.2228,4.9096,32.29,50,24,1.11,NG,1692388964
547,flin flon,54.7682,-101.865,19.91,73,100,3.09,CA,1692388556
548,nguigmi,14.2495,13.1092,33.17,44,97,2.74,NE,1692388964
549,kharabali,47.4196,47.2568,27.55,31,61,3.78,RU,1692388965
550,vilyuysk,63.7553,121.6247,14.46,82,99,4.18,RU,1692388601
551,harper,4.375,-7.7169,24.32,90,100,4.79,LR,1692388965
552,polyarnyy,69.1989,33.4478,10.3,79,100,6.11,RU,1692388527
553,luwuk,-0.9516,122.7875,23.47,85,91,2.21,ID,1692388965
